session_id,turn_index,request_id,profile,event,kv_incremental_mib,kv_cumulative_mib,resident_kv_mib_before,resident_kv_mib_after,restore_ms,recompute_ms,evicted_kv_mib,budget_hit
session_043,1,session_043_turn_001,kivi_4bit_residual64,resident,0.3203125,0.640625,0.3203125,0.640625,0.0,0.0,0.0,False
session_044,2,session_044_turn_002,kivi_4bit_residual64,resident,1.4921875,4.4765625,2.984375,4.4765625,0.0,0.0,0.0,False
session_046,0,session_046_turn_000,kivi_4bit_residual64,resident,0.033203125,0.033203125,0.0,0.033203125,0.0,0.0,0.0,False
session_043,2,session_043_turn_002,kivi_4bit_residual64,resident,0.66259765625,1.98779296875,1.3251953125,1.98779296875,0.0,0.0,0.0,False
session_045,4,session_045_turn_004,kivi_4bit_residual64,resident,1.2255859375,6.1279296875,4.90234375,6.1279296875,0.0,0.0,0.0,False
session_048,0,session_048_turn_000,kivi_4bit_residual64,resident,0.0576171875,0.0576171875,0.0,0.0576171875,0.0,0.0,0.0,False
session_044,1,session_044_turn_001,kivi_4bit_residual64,resident,0.84326171875,1.6865234375,0.84326171875,1.6865234375,0.0,0.0,0.0,False
session_000,0,session_000_turn_000,kivi_2bit_residual32,resident,0.022216796875,0.022216796875,0.0,0.022216796875,0.0,0.0,0.0,False
session_000,1,session_000_turn_001,kivi_2bit_residual32,resident,0.1669921875,0.333984375,0.1669921875,0.333984375,0.0,0.0,0.0,False
session_000,3,session_000_turn_003,kivi_2bit_residual32,resident,0.701171875,2.8046875,2.103515625,2.8046875,0.0,0.0,0.0,False
session_014,3,session_014_turn_003,kivi_2bit_residual32,resident,2.3818359375,9.52734375,7.1455078125,9.52734375,0.0,0.0,0.0,False
session_001,0,session_001_turn_000,kivi_2bit_residual32,resident,0.092041015625,0.092041015625,0.0,0.092041015625,0.0,0.0,0.0,False
session_000,2,session_000_turn_002,kivi_2bit_residual32,resident,0.38525390625,1.15576171875,0.7705078125,1.15576171875,0.0,0.0,0.0,False
